ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,ip_proto
1762276705.264420,CGDFnk4EGsHVUXvzq,10.249.37.13,54464,128.194.254.3,53,udp,dns,-,-,-,S0,T,F,0,D,2,164,0,0,-,17
1762276705.265436,CIykUa3O3ekeJRWRO,10.249.37.13,61225,128.194.254.3,53,udp,dns,0.000048,104,0,S0,T,F,0,D,2,160,0,0,-,17
1762276705.265535,CDLTA14xGbTHRHOvs3,10.249.37.13,53320,128.194.254.3,53,udp,dns,-,-,-,S0,T,F,0,D,2,160,0,0,-,17
1762276705.265631,CDmuoCD3THCyCfEvk,10.249.37.13,59763,128.194.254.3,53,udp,dns,0.000001,128,0,S0,T,F,0,D,2,184,0,0,-,17
1762276705.265680,CXzmY74zJxNOqeXJZ3,10.249.37.13,64348,128.194.254.3,53,udp,dns,0.000049,128,0,S0,T,F,0,D,2,184,0,0,-,17
1762276705.267672,Ca0fnS1pvmrofb73Xa,10.249.37.13,59605,128.194.254.3,53,udp,dns,0.000048,74,0,S0,T,F,0,D,2,130,0,0,-,17
1762276705.267769,CbxuYaLqy26itu8Gj,10.249.37.13,56015,128.194.254.3,53,udp,dns,0.000001,74,0,S0,T,F,0,D,2,130,0,0,-,17
1762276705.267867,CM6WCd1UVP6n6QMmW4,10.249.37.13,61006,128.194.254.3,53,udp,dns,0.000001,108,0,S0,T,F,0,D,2,164,0,0,-,17
1762276705.267916,CPhFQj1BVFxSsli8i5,10.249.37.13,61270,128.194.254.3,53,udp,dns,0.000049,122,0,S0,T,F,0,D,2,178,0,0,-,17
1762276705.268996,CIBC7XQFvj509pw18,10.249.37.13,50834,128.194.254.3,53,udp,dns,0.000048,106,0,S0,T,F,0,D,2,162,0,0,-,17
1762276705.269094,ChF2vs3PlzEWjscTFf,10.249.37.13,52448,128.194.254.3,53,udp,dns,-,-,-,S0,T,F,0,D,2,158,0,0,-,17
1762276705.269142,C9cmUX2gNKPcubdYFj,10.249.37.13,53046,128.194.254.3,53,udp,dns,0.000001,72,0,S0,T,F,0,D,2,128,0,0,-,17
1762276705.269191,CvBt9r3CVS4prCXl9h,10.249.37.13,50739,128.194.254.3,53,udp,dns,0.000049,72,0,S0,T,F,0,D,2,128,0,0,-,17
1762276705.273557,CtKRfK3Dx27rMKxwQe,10.249.37.13,53373,128.194.254.3,53,udp,dns,0.000049,76,0,S0,T,F,0,D,2,132,0,0,-,17
1762276705.273655,CYQfso1EIoHGbCcg6l,10.249.37.13,61713,128.194.254.3,53,udp,dns,-,-,-,S0,T,F,0,D,2,132,0,0,-,17
1762276705.273704,CW2pO22iibZd5bhAm3,10.249.37.13,50299,128.194.254.3,53,udp,dns,-,-,-,S0,T,F,0,D,2,146,0,0,-,17
1762276705.275334,CzfrBk3mj6w06EFBdi,10.249.37.13,57159,128.194.254.3,53,udp,dns,0.000049,90,0,S0,T,F,0,D,2,146,0,0,-,17
1762276710.222081,CFg27a1ycKdQ9vMgHg,192.168.1.226,54816,13.107.5.93,443,tcp,-,0.090798,0,7635,SHR,T,F,0,^hCadfC,0,0,17,8327,-,6
1762276705.463872,CqHlpH15Kt4LguIggf,fe80::2e56:dcff:fed5:a6b0,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,176,0,0,-,17
1762276709.680710,C2EUlh4dGIqBHEfJmg,192.168.1.226,35152,192.168.1.1,53,udp,dns,0.017181,0,217,SHR,T,T,0,Cd,0,0,1,245,-,17
1762276709.680786,CqgfrJ3GnQoFTuPjN,192.168.1.226,54192,192.168.1.1,53,udp,dns,0.018434,0,231,SHR,T,T,0,Cd,0,0,1,259,-,17
1762276709.687147,Cfw1Br2Chy0PyX2Fc8,192.168.1.226,42008,192.168.1.1,53,udp,dns,0.012181,0,130,SHR,T,T,0,Cd,0,0,1,158,-,17
1762276709.687215,CdFk5w23FHlvQpa8Sl,192.168.1.226,56494,192.168.1.1,53,udp,dns,0.011893,0,171,SHR,T,T,0,Cd,0,0,1,199,-,17
1762276709.699227,CzZKb94o0lJ60zr2ak,192.168.1.226,37788,192.168.1.1,53,udp,dns,0.000320,0,48,SHR,T,T,0,Cd,0,0,1,76,-,17
1762276709.699376,CrqW1k2ky0YT28H7n5,192.168.1.226,59262,192.168.1.1,53,udp,dns,0.017347,0,118,SHR,T,T,0,Cd,0,0,1,146,-,17
1762276709.928806,Cucmno1rDsskhVqss3,192.168.1.226,45671,192.168.1.1,53,udp,dns,0.001291,0,48,SHR,T,T,0,Cd,0,0,1,76,-,17
1762276710.204580,ClbqdW1LlYWp8PQBp6,192.168.1.226,33127,192.168.1.1,53,udp,dns,0.002203,0,48,SHR,T,T,0,Cd,0,0,1,76,-,17
1762276709.712429,CFoZxF1cAvfgPmT2df,192.168.1.226,54790,13.107.5.93,443,tcp,-,5.906618,0,17205,SHR,T,F,0,^hCadCfA,1,40,30,18417,-,6
1762276662.395040,CkxfcK1ffRxm7IcbN,1.1.168.192,9,224.0.0.1,10,icmp,-,-,-,-,OTH,F,T,0,-,1,36,0,0,-,1
1762276705.349660,CdrtED2TRCvEz2tpf,fe80::4fe:734c:71c:a71f,5353,ff02::fb,5353,udp,dns,5.756063,4559,0,S0,T,F,0,D,13,5183,0,0,-,17
1762276437.848064,CRfc6j3JBGZ7h5h6d1,192.168.1.226,60386,52.168.117.169,443,tcp,-,0.218796,0,5156,SHR,T,F,0,^hCdacfC,0,0,10,4090,-,6
1762276709.386491,CB728G2DTZxzOaZTjh,192.168.1.132,5353,224.0.0.251,5353,udp,dns,13.025885,607,0,S0,T,T,0,D,8,831,0,0,-,17
1762276709.386622,C7mIpd452YbdkWEZPl,fe80::4e8:9bca:678b:5c68,5353,ff02::fb,5353,udp,dns,13.026450,607,0,S0,T,F,0,D,8,991,0,0,-,17
1762276681.073490,COdlyv1XPf7GkJu5Yi,192.168.1.226,58268,142.250.113.95,443,udp,-,2.263851,0,14207,SHR,T,F,0,CdC,0,0,22,14823,-,17
1762276683.326854,CnJQ9IqEutPAn29Zj,192.168.1.226,48425,142.251.116.132,443,udp,-,0.039389,0,5805,SHR,T,F,0,Cd,0,0,11,6113,-,17
1762276735.048144,C7A0l25LqhTwckIG5,192.168.1.226,47508,192.168.1.1,53,udp,dns,0.012217,0,60,SHR,T,T,0,Cd,0,0,1,88,-,17
1762276735.048204,Cu7XMd1lDBGW8ww1j3,192.168.1.226,33418,192.168.1.1,53,udp,dns,0.012327,0,101,SHR,T,T,0,Cd,0,0,1,129,-,17
1762276692.114349,CItobL1gPHiThdnGMb,192.168.1.226,57390,173.194.208.139,443,udp,-,0.063204,0,4537,SHR,T,F,0,Cd,0,0,10,4817,-,17
1762276744.050506,C4viV4CpnobOQwNl3,192.168.1.226,43544,192.168.1.1,53,udp,dns,0.016822,0,139,SHR,T,T,0,Cd,0,0,1,167,-,17
1762276744.050571,CWLGKc4lKO3r9px3vi,192.168.1.226,46917,192.168.1.1,53,udp,dns,0.017237,0,168,SHR,T,T,0,Cd,0,0,1,196,-,17
1762276744.052269,C1EzQE3SkvPhhfekri,192.168.1.226,35791,192.168.1.1,53,udp,dns,0.015953,0,140,SHR,T,T,0,Cd,0,0,1,168,-,17
1762276744.052331,C3ogei3aQbY9OkKJH7,192.168.1.226,55949,192.168.1.1,53,udp,dns,0.016137,0,94,SHR,T,T,0,Cd,0,0,1,122,-,17
1762276744.067917,CIySVG3C7Aco7XDo0g,192.168.1.226,46627,192.168.1.1,53,udp,dns,0.015609,0,114,SHR,T,T,0,Cd,0,0,1,142,-,17
1762276684.051807,CPI27Y1mc7nJBgzsx3,192.168.1.226,56836,142.251.116.101,443,udp,-,10.075226,0,7396,SHR,T,F,0,CdC,0,0,21,7984,-,17
1762276763.074514,COF4pz42pnhEDdTIa3,192.168.1.226,34162,34.234.1.110,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6
1762276743.392279,CUJtRiaoELBfSi1q3,192.168.1.132,5353,224.0.0.251,5353,udp,dns,6.075974,171,0,S0,T,T,0,D,3,255,0,0,-,17
1762276743.392603,CVTv2B426uL1diBkVb,fe80::4e8:9bca:678b:5c68,5353,ff02::fb,5353,udp,dns,6.076054,171,0,S0,T,F,0,D,3,315,0,0,-,17
1762276704.048414,CcMNGN1Uz98ybvNoA3,192.168.1.226,51234,142.250.113.94,443,udp,-,0.043472,0,4508,SHR,T,F,0,Cd,0,0,10,4788,-,17
1762276754.313631,Cp2PviG93DoBACvNk,192.168.1.226,36602,192.168.1.1,53,udp,dns,0.019690,0,181,SHR,T,T,0,Cd,0,0,1,209,-,17
1762276754.313692,CICrxp2xkyAKxVwx0d,192.168.1.226,40668,192.168.1.1,53,udp,dns,0.020030,0,225,SHR,T,T,0,Cd,0,0,1,253,-,17
1762276754.333868,CDh53Ma9bHnDKqqp4,192.168.1.226,45170,192.168.1.1,53,udp,dns,0.012819,0,141,SHR,T,T,0,Cd,0,0,1,169,-,17
1762276705.211142,CTxOq04XrWOJMMXF19,10.249.37.13,62540,64.233.180.139,443,udp,-,0.001539,348,0,S0,T,F,0,D,12,684,0,0,-,17
1762276705.235849,C5s75VDoRrU33fyxj,::,135,ff02::1:ff1c:a71f,136,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,58
1762276705.246280,C4yhu94mdWMkaq27S5,10.249.37.13,54208,17.248.185.13,443,udp,-,0.003612,166,0,S0,T,F,0,D,4,278,0,0,-,17
1762276705.250270,CUMVig1t62WByCXM6l,::,135,ff02::1:ffd4:3f26,136,icmp,-,-,-,-,OTH,T,F,0,-,1,72,0,0,-,58
1762276705.244739,ChWQD93Ol59z24tdd9,10.249.37.13,55339,64.233.180.139,443,udp,-,0.032986,7500,0,S0,T,F,0,D,6,7668,0,0,-,17
1762276705.250052,CUGZpv2FvvnyHzJ8ad,fe80::19:5b63:12d4:3f26,143,ff02::16,0,icmp,-,1.473634,120,0,OTH,T,F,0,-,4,344,0,0,-,58
1762276705.235289,CanG621XNT2VyTvBU6,fe80::4fe:734c:71c:a71f,143,ff02::16,0,icmp,-,2.515848,80,0,OTH,T,F,0,-,2,192,0,0,-,58
1762276709.384852,CDKxT94GvqiJlQjAL7,192.168.1.132,0,224.0.0.2,0,unknown_transport,-,-,-,-,OTH,T,T,0,-,1,32,0,0,-,2
1762276705.238541,C1yJBl1dxxwrI0Ds7d,fe80::4fe:734c:71c:a71f,133,ff02::2,134,icmp,-,4.309710,8,0,OTH,T,F,0,-,2,104,0,0,-,58
1762276763.054302,ChdG692e9oUsfjAtP,192.168.1.226,39210,192.168.1.1,53,udp,dns,0.014883,0,206,SHR,T,T,0,Cd,0,0,1,234,-,17
1762276763.054364,Ct4yWFcr5M97ogB56,192.168.1.226,60426,192.168.1.1,53,udp,dns,0.014516,0,163,SHR,T,T,0,Cd,0,0,1,191,-,17
1762276763.068983,CTO1L24dHnO4eny395,192.168.1.226,58205,192.168.1.1,53,udp,dns,0.013262,0,145,SHR,T,T,0,Cd,0,0,1,173,-,17
1762276705.236313,CAeaHz2OdyBYXwzogg,0.0.0.0,68,255.255.255.255,67,udp,dhcp,7.960824,2400,0,S0,T,T,0,D,8,2624,0,0,-,17
1762276705.252171,CS5pQPN1IskrCync3,fe80::19:5b63:12d4:3f26,133,ff02::2,134,icmp,-,9.082375,16,0,OTH,T,F,0,-,3,160,0,0,-,58
1762276715.025583,C2AT0vWEce214b7gj,192.168.1.225,0,224.0.0.2,0,unknown_transport,-,-,-,-,OTH,T,T,0,-,1,32,0,0,-,2
1762276713.659479,C5rrXH3ro0dgEPwDUh,192.168.1.120,5353,224.0.0.251,5353,udp,dns,58.095352,7294,0,S0,T,T,0,D,30,8134,0,0,-,17
1762276713.660072,CMnUgbvYfzhzuR7If,fe80::d6be:dcff:fe5d:faae,5353,ff02::fb,5353,udp,dns,58.095384,7294,0,S0,T,F,0,D,30,8734,0,0,-,17
1762276715.025818,CGiuJC2AAMuyk76o6,192.168.1.225,5353,224.0.0.251,5353,udp,dns,56.601927,1705,0,S0,T,T,0,D,34,2657,0,0,-,17
1762276705.533861,CbpL6c3t69GkiFDnBb,fe80::19:5b63:12d4:3f26,5353,ff02::fb,5353,udp,dns,66.094632,1873,0,S0,T,F,0,D,37,3649,0,0,-,17
1762276784.639951,CLtRx3GIO4gSCLqq6,192.168.1.226,53009,192.168.1.1,53,udp,dns,0.012918,0,394,SHR,T,T,0,Cd,0,0,1,422,-,17
1762276477.517906,CWaDTb2q7tFD3eCJN2,192.168.1.226,38320,23.220.161.202,443,tcp,-,313.894375,0,870,RSTO,T,F,0,CadCRf,2,80,26,2222,-,6
1762276763.116567,CaMSPM22nSvPnbt2ll,192.168.1.226,34162,34.234.1.110,443,tcp,-,28.321218,0,4831,RSTO,T,F,0,^hCadCRf,2,80,15,5619,-,6
1762276443.909671,CTV9Z21djDoPBRe4T5,192.168.1.226,57800,52.33.242.19,443,tcp,-,347.546592,0,25,RSTO,T,F,0,^aCCdRf,2,80,14,752,-,6
1762276448.887891,CwH56l1GcMCuyJebV4,192.168.1.226,34848,35.236.71.176,443,tcp,-,342.577648,0,31,RSTO,T,F,0,CaCdRf,2,80,12,655,-,6
1762276465.255902,CUSh47qxpgFMlzma5,192.168.1.226,33172,35.236.71.176,443,tcp,-,326.210528,0,375,RSTO,T,F,0,CadCRf,2,80,23,1571,-,6
1762276791.299051,CUZ05O3okSgSQ1Wbm6,192.168.1.226,59695,192.168.1.1,53,udp,dns,0.012786,0,74,SHR,T,T,0,Cd,0,0,1,102,-,17
1762276791.299116,CbPEtG2ItEwP02YuO5,192.168.1.226,57975,192.168.1.1,53,udp,dns,0.017349,0,115,SHR,T,T,0,Cd,0,0,1,143,-,17
1762276744.068871,CaOqfA1M5nYntT2cik,192.168.1.226,42830,142.250.113.113,443,udp,-,0.130272,0,4832,SHR,T,F,0,CdC,0,0,13,5196,-,17
1762276709.711904,CrPu2b2qCSaTrTUqA4,192.168.1.226,47144,13.107.246.57,443,tcp,-,90.305297,0,69328,SHR,T,F,0,^hCadCf,0,0,64,72664,-,6
1762276735.061060,CB0IRE3uBn8kwpHsE3,192.168.1.226,51640,142.250.114.94,443,udp,-,14.064378,0,4813,SHR,T,F,0,CdC,0,0,14,5205,-,17
1762276803.052616,Cx04Yp1ntNLMGPLFNj,192.168.1.226,56411,192.168.1.1,53,udp,dns,0.013906,0,64,SHR,T,T,0,Cd,0,0,1,92,-,17
1762276803.052682,Cw74y33YL1SEd1GgCa,192.168.1.226,53086,192.168.1.1,53,udp,dns,0.020534,0,98,SHR,T,T,0,Cd,0,0,1,126,-,17
1762276755.835590,CcIN6f1FlATPAD8slh,192.168.1.226,59352,239.255.255.250,1900,udp,-,-,-,-,OTH,T,T,0,C,0,0,0,0,-,17
1762276755.891481,CXuhkwCgiA5t96YEd,192.168.1.197,1900,192.168.1.226,59352,udp,-,2.974500,1352,0,S0,T,T,0,D,4,1464,0,0,-,17
1762276756.139623,CaDWT73ymzEEkCp6wf,192.168.1.120,1900,192.168.1.226,59352,udp,-,2.862155,1120,0,S0,T,T,0,D,4,1232,0,0,-,17
1762276825.048167,CVeQRv2rB3Z2izook8,192.168.1.226,50712,38.94.152.202,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6
1762276816.104977,C2g7tb1JLGE6ErVggc,192.168.1.226,50092,192.168.1.1,53,udp,dns,0.019348,0,184,SHR,T,T,0,Cd,0,0,1,212,-,17
1762276816.105039,CZwld94WZJmSSpv3J5,192.168.1.226,42341,192.168.1.1,53,udp,dns,0.020428,0,225,SHR,T,T,0,Cd,0,0,1,253,-,17
1762276816.125592,C0xi2MQk1ilENBXbf,192.168.1.226,48129,192.168.1.1,53,udp,dns,0.013825,0,141,SHR,T,T,0,Cd,0,0,1,169,-,17
1762276825.048213,CDp36AK7pWWDrNrq6,192.168.1.226,46330,192.168.1.1,53,udp,dns,0.018076,0,101,SHR,T,T,0,Cd,0,0,1,129,-,17
1762276830.626560,CcUaF44GTgxkFCayF7,192.168.1.132,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,77,0,0,-,17
1762276830.627105,CYFyI9ULYfjehLHL5,fe80::4e8:9bca:678b:5c68,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,97,0,0,-,17
1762276825.115235,Cvg4M532PlryhRnemf,192.168.1.226,50712,38.94.152.202,443,tcp,-,10.798878,1,1545,RSTO,T,F,0,^hCadCRfR,3,120,14,2281,-,6
1762276836.168687,CqFySjvLVE0t4kXJg,192.168.1.225,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,108,0,0,-,17
1762276836.169164,Ci0QFp45tYxQAkn046,fe80::19:5b63:12d4:3f26,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,128,0,0,-,17
1762276791.316869,C3054J3Ryc0K9oXWYc,192.168.1.226,34245,142.250.114.94,443,udp,-,0.091613,0,4420,SHR,T,F,0,Cd,0,0,12,4756,-,17
1762276803.072086,CyzJF23Cm9ANBocVcg,192.168.1.226,41922,142.250.113.84,443,udp,-,0.130259,0,5807,SHR,T,F,0,CdC,0,0,16,6255,-,17
1762276864.068567,CvkxDn4bqZq8jvERYk,192.168.1.226,34298,23.215.55.177,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6
1762276854.099808,CJ3IzC42rkfpHrNOA6,192.168.1.226,33828,192.168.1.1,53,udp,dns,0.009231,0,115,SHR,T,T,0,Cd,0,0,1,143,-,17
1762276804.052422,CiiyDQ1cXcg2hYCZ97,192.168.1.226,53620,142.250.113.113,443,udp,-,0.110774,0,5572,SHR,T,F,0,CdC,0,0,15,5992,-,17
1762276854.186500,CcnTwC2QxoWs9eMvpl,192.168.1.226,60906,192.168.1.1,53,udp,dns,0.012135,0,168,SHR,T,T,0,Cd,0,0,1,196,-,17
1762276854.186558,C4OAfTkW94VeSL0Z6,192.168.1.226,50649,192.168.1.1,53,udp,dns,0.018718,0,122,SHR,T,T,0,Cd,0,0,1,150,-,17
1762276854.205386,Cq9BoW291AYWTdabqb,192.168.1.226,43538,192.168.1.1,53,udp,dns,0.016124,0,99,SHR,T,T,0,Cd,0,0,1,127,-,17
1762276864.051584,Cyty6Y3yBKebTnrzK1,192.168.1.226,36268,192.168.1.1,53,udp,dns,0.011659,0,139,SHR,T,T,0,Cd,0,0,1,167,-,17
1762276864.051644,CPa18H12BuddkjKUTf,192.168.1.226,53006,192.168.1.1,53,udp,dns,0.018409,0,168,SHR,T,T,0,Cd,0,0,1,196,-,17
1762276864.053989,CZDDr93TcRbYBPvSld,192.168.1.226,52285,192.168.1.1,53,udp,dns,0.015171,0,141,SHR,T,T,0,Cd,0,0,1,169,-,17
1762276864.054070,CZTu071sLu0r0L7gDj,192.168.1.226,51298,192.168.1.1,53,udp,dns,0.016198,0,95,SHR,T,T,0,Cd,0,0,1,123,-,17
1762276864.055880,CBPm8U39rY14w331hj,192.168.1.226,35673,192.168.1.1,53,udp,dns,0.014570,0,140,SHR,T,T,0,Cd,0,0,1,168,-,17
1762276864.055949,Ch12Og1crWBermCtai,192.168.1.226,53063,192.168.1.1,53,udp,dns,0.014648,0,94,SHR,T,T,0,Cd,0,0,1,122,-,17
1762276864.070174,CdB3le2ML2VgVppGic,192.168.1.226,56802,192.168.1.1,53,udp,dns,0.019764,0,114,SHR,T,T,0,Cd,0,0,1,142,-,17
1762276874.681976,C3Zn4N1VGMX9ePkoIh,192.168.1.226,58686,91.189.91.49,80,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6
1762276874.735884,CdEkv52znqgrodCgzd,192.168.1.226,58686,91.189.91.49,80,tcp,-,0.120538,0,189,SHR,T,F,0,^hCdfa,0,0,4,405,-,6
1762276883.070616,CqLD044tef1x0yF4t5,192.168.1.226,57474,34.234.1.110,443,tcp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,6
1762276874.669179,CuH7cb4Fq4Yb7noeqf,192.168.1.226,49049,192.168.1.1,53,udp,dns,0.012346,0,250,SHR,T,T,0,Cd,0,0,1,278,-,17
1762276825.053641,CFoiL84o9ub5PkAlra,192.168.1.226,37047,142.250.114.94,443,udp,-,0.049328,0,5789,SHR,T,F,0,Cd,0,0,12,6125,-,17
1762276876.723056,CJqq9t4TcGEegdtYO3,192.168.1.226,41896,192.168.1.1,53,udp,dns,0.018098,0,181,SHR,T,T,0,Cd,0,0,1,209,-,17
1762276876.723122,Cp9nzL1BjOWzl8eBB6,192.168.1.226,41315,192.168.1.1,53,udp,dns,0.018254,0,225,SHR,T,T,0,Cd,0,0,1,253,-,17
1762276876.741532,C38Vkl1SAVaeRuTyuh,192.168.1.226,44656,192.168.1.1,53,udp,dns,0.012149,0,141,SHR,T,T,0,Cd,0,0,1,169,-,17
1762276883.054473,CeJ40o4g4oyOenj3k8,192.168.1.226,42096,192.168.1.1,53,udp,dns,0.010805,0,206,SHR,T,T,0,Cd,0,0,1,234,-,17
1762276883.054538,CIMSGC3Yhcknhm2V2h,192.168.1.226,37454,192.168.1.1,53,udp,dns,0.010378,0,163,SHR,T,T,0,Cd,0,0,1,191,-,17
1762276883.065022,CjQlxb1wg4pioQjvrg,192.168.1.226,56738,192.168.1.1,53,udp,dns,0.009217,0,145,SHR,T,T,0,Cd,0,0,1,173,-,17
1762276885.265959,CVwTPM1zKTxKQMG498,192.168.1.226,44525,192.168.1.1,53,udp,dns,0.018154,0,76,SHR,T,T,0,Cd,0,0,1,104,-,17
1762276885.266038,C1P7CS28jQK2v8XHY,192.168.1.226,41370,192.168.1.1,53,udp,dns,0.018216,0,110,SHR,T,T,0,Cd,0,0,1,138,-,17
1762276854.105312,C68AOV2CJ1dDw3QjO4,192.168.1.226,54801,142.250.114.94,443,udp,-,0.153006,0,5691,SHR,T,F,0,CdC,0,0,52,7147,-,17
1762276854.204133,CCeavch57wkdkcYrd,192.168.1.226,33561,142.250.115.138,443,udp,-,0.099846,0,9089,SHR,T,F,0,CdC,0,0,20,9649,-,17
1762276864.071033,Cobv8m1HC6ch9uM1yk,192.168.1.226,39420,142.250.113.102,443,udp,-,0.105199,0,4619,SHR,T,F,0,CdC,0,0,12,4955,-,17
1762276864.070598,CoYxKX2kLpoyfEVBna,192.168.1.226,51014,192.178.220.101,443,udp,-,0.122421,0,6734,SHR,T,F,0,CdC,0,0,18,7238,-,17
1762276856.048366,C9alhi3igWPNasI8E5,192.168.1.226,56077,142.250.114.94,443,udp,-,14.080110,0,4820,SHR,T,F,0,CdC,0,0,14,5212,-,17
1762276905.450043,CSuQ0S3WwAn9A2Af5e,fe80::6f4:d8ff:fe39:127a,5353,ff02::fb,5353,udp,dns,20.917439,7399,0,S0,T,F,0,D,28,8743,0,0,-,17
1762276875.836568,CQVWtr4zD99Xiv0c0d,192.168.1.226,52392,239.255.255.250,1900,udp,-,-,-,-,OTH,T,T,0,C,0,0,0,0,-,17
1762276907.100360,CzQpFh2LdQBKWxXz84,192.168.1.60,5353,224.0.0.251,5353,udp,dns,19.266428,7121,0,S0,T,T,0,D,25,7821,0,0,-,17
1762276875.907424,Cb43yJ10NM1n4svUb,192.168.1.197,1900,192.168.1.226,52392,udp,-,2.969681,1352,0,S0,T,T,0,D,4,1464,0,0,-,17
1762276876.724796,C77Xvx3M9p1SAyZJ2,192.168.1.120,1900,192.168.1.226,52392,udp,-,3.059124,840,0,S0,T,T,0,D,3,924,0,0,-,17
1762276437.436378,CZLY0F3HRaivKAazF1,192.168.1.226,36545,142.250.115.95,443,udp,-,447.827535,0,2559,SHR,T,F,0,^dCC,0,0,50,3959,-,17
1762276885.284671,CGHUV623NuE6BSSljf,192.168.1.226,60659,142.250.138.95,443,udp,-,0.068360,0,4240,SHR,T,F,0,Cd,0,0,12,4576,-,17
1762276938.102766,CE0v6TPAOrp0B7Okc,192.168.1.226,48671,192.168.1.1,53,udp,dns,0.017811,0,184,SHR,T,T,0,Cd,0,0,1,212,-,17
1762276938.102826,CkE2NE3XiWlPXQgYMd,192.168.1.226,43226,192.168.1.1,53,udp,dns,0.017842,0,232,SHR,T,T,0,Cd,0,0,1,260,-,17
1762276938.120861,CLufgf17M3XRp8usO,192.168.1.226,38001,192.168.1.1,53,udp,dns,0.011689,0,148,SHR,T,T,0,Cd,0,0,1,176,-,17
1762276883.112206,CGeFI9eMtYSvt8WY7,192.168.1.226,57474,34.234.1.110,443,tcp,-,60.096608,1,514,RSTO,T,F,0,^hCadCRfR,3,120,16,1354,-,6
1762276906.725331,CsVe6Z1tW3fgnxWsZe,0.0.0.0,68,255.255.255.255,67,udp,dhcp,-,-,-,S0,T,T,0,D,1,576,0,0,-,17
1762276937.795599,CvdDkv4Y8y46fyhzm4,192.168.1.60,5353,224.0.0.251,5353,udp,dns,14.132376,6971,0,S0,T,T,0,D,20,7531,0,0,-,17
1762276938.895632,CgGWEM217yiDAMsVdf,fe80::6f4:d8ff:fe39:127a,5353,ff02::fb,5353,udp,dns,13.032451,5912,0,S0,T,F,0,D,14,6584,0,0,-,17
1762276971.410726,Clvf783ov1RxVoVkfe,192.168.1.120,5353,224.0.0.251,5353,udp,dns,0.001311,224,0,S0,T,T,0,D,2,280,0,0,-,17
1762276971.411129,CNJZS34GjGhJpn8R0j,fe80::d6be:dcff:fe5d:faae,5353,ff02::fb,5353,udp,dns,0.001630,224,0,S0,T,F,0,D,2,320,0,0,-,17
1762276924.053046,CVIdOB0mPO1cHEGvi,192.168.1.226,55485,142.250.113.102,443,udp,-,0.109396,0,4632,SHR,T,F,0,CdC,0,0,14,5024,-,17
1762276978.984405,CHxihV1jgnwsNhfte1,192.168.1.60,5353,224.0.0.251,5353,udp,dns,-,-,-,S0,T,T,0,D,1,90,0,0,-,17
1762276978.984615,CHs7V61Vqo92avaoVi,fe80::6f4:d8ff:fe39:127a,5353,ff02::fb,5353,udp,dns,-,-,-,S0,T,F,0,D,1,110,0,0,-,17
1762276979.234097,CGmUBj3r7Qqptoil,fe80::3534:ce23:9531:999a,5353,ff02::fb,5353,udp,-,-,-,-,OTH,T,F,0,C,0,0,0,0,-,17
1762276979.234138,CEMvKachUqO6enR1k,192.168.1.226,5353,224.0.0.251,5353,udp,-,-,-,-,OTH,T,T,0,C,0,0,0,0,-,17
1762276984.050989,C8Qq5aHSARtRxwvq2,192.168.1.226,37227,192.168.1.1,53,udp,dns,0.018212,0,139,SHR,T,T,0,Cd,0,0,1,167,-,17
1762276984.051071,CFL7iJ2MARNYeRpvXj,192.168.1.226,52618,192.168.1.1,53,udp,dns,0.017891,0,168,SHR,T,T,0,Cd,0,0,1,196,-,17
1762276984.052930,CMZQjG1IR4jzOM3Xl5,192.168.1.226,35775,192.168.1.1,53,udp,dns,0.016343,0,71,SHR,T,T,0,Cd,0,0,1,99,-,17
1762276984.052981,CC8cS92w6qw1yYmo8a,192.168.1.226,36883,192.168.1.1,53,udp,dns,0.016357,0,105,SHR,T,T,0,Cd,0,0,1,133,-,17
1762276984.054603,CXrxWt2Zky49mrabHg,192.168.1.226,35817,192.168.1.1,53,udp,dns,0.014784,0,94,SHR,T,T,0,Cd,0,0,1,122,-,17
1762276984.069094,CkaLqO3bVg1mrggcu,192.168.1.226,49287,192.168.1.1,53,udp,dns,0.013735,0,114,SHR,T,T,0,Cd,0,0,1,142,-,17
1762276937.796552,CkMLbG4hCDojlf0zQc,::,135,ff02::1:ff39:127a,136,icmp,-,-,-,-,OTH,T,F,0,-,1,64,0,0,-,58
1762276937.806098,CQ5OvGmwh1ERltwwg,::,143,ff02::16,0,icmp,-,0.735510,120,0,OTH,T,F,0,-,2,232,0,0,-,58
